10 49.963
15.98 39.5239
21.96 33.7157
27.94 29.8906
33.92 27.1282
39.9 25.0128
45.88 23.3258
51.86 21.9398
57.84 20.7747
63.82 19.7774
69.8 18.9113
75.78 18.1498
81.76 17.4734
87.74 16.8675
93.72 16.3205
99.7 15.8234
105.68 15.3692
111.66 14.952
117.64 14.567
123.62 14.2103
129.6 13.8786
135.58 13.5691
141.56 13.2794
147.54 13.0075
153.52 12.7516
159.5 12.5103
165.48 12.2822
171.46 12.0661
177.44 11.861
183.42 11.6661
189.4 11.4804
195.38 11.3034
201.36 11.1343
207.34 10.9725
213.32 10.8176
219.3 10.6691
225.28 10.5266
231.26 10.3896
237.24 10.2578
243.22 10.1309
249.2 10.0086
255.18 9.89066
261.16 9.77676
267.14 9.66672
273.12 9.5603
279.1 9.45733
285.08 9.35761
291.06 9.26098
297.04 9.16729
303.02 9.07638
309 8.98813
314.98 8.9024
320.96 8.81907
326.94 8.73805
332.92 8.65921
338.9 8.58248
344.88 8.50774
350.86 8.43493
356.84 8.36395
362.82 8.29474
368.8 8.22722
374.78 8.16132
380.76 8.09697
386.74 8.03413
392.72 7.97273
398.7 7.91271
404.68 7.85403
410.66 7.79664
416.64 7.74048
422.62 7.68552
428.6 7.63172
434.58 7.57903
440.56 7.52742
446.54 7.47684
452.52 7.42728
458.5 7.37868
464.48 7.33103
470.46 7.28429
476.44 7.23843
482.42 7.19343
488.4 7.14925
494.38 7.10588
500.36 7.06329
506.34 7.02146
512.32 6.98036
518.3 6.93997
524.28 6.90028
530.26 6.86126
536.24 6.8229
542.22 6.78517
548.2 6.74806
554.18 6.71155
560.16 6.67563
566.14 6.64028
572.12 6.60549
578.1 6.57123
584.08 6.53751
590.06 6.5043
596.04 6.47159
602.02 6.43936
608 6.40762
613.98 6.37634
619.96 6.34551
625.94 6.31513
631.92 6.28517
637.9 6.25565
643.88 6.22653
649.86 6.19781
655.84 6.16949
661.82 6.14156
667.8 6.114
673.78 6.0868
679.76 6.05997
685.74 6.03349
691.72 6.00735
697.7 5.98155
703.68 5.95608
709.66 5.93094
715.64 5.9061
721.62 5.88158
727.6 5.85736
733.58 5.83344
739.56 5.80981
745.54 5.78646
751.52 5.76339
757.5 5.7406
763.48 5.71807
769.46 5.69581
775.44 5.6738
781.42 5.65205
787.4 5.63055
793.38 5.60929
799.36 5.58827
805.34 5.56748
811.32 5.54693
817.3 5.5266
823.28 5.50649
829.26 5.4866
835.24 5.46692
841.22 5.44745
847.2 5.4282
853.18 5.40914
859.16 5.39028
865.14 5.37162
871.12 5.35315
877.1 5.33487
883.08 5.31678
889.06 5.29887
895.04 5.28113
901.02 5.26358
907 5.2462
912.98 5.22899
918.96 5.21195
924.94 5.19507
930.92 5.17836
936.9 5.16181
942.88 5.14541
948.86 5.12917
954.84 5.11309
960.82 5.09715
966.8 5.08136
972.78 5.06572
978.76 5.05022
984.74 5.03486
990.72 5.01964
996.7 5.00456
