18.70	63.62	10.47	3.99	8.36	53.06	77.55
18.74	59.36	10.80	4.21	8.81	51.02	71.43
18.58	67.75	11.33	3.90	8.17	59.18	85.71
18.58	62.44	11.07	4.24	8.87	47.96	80.61						
17.96	63.28	10.14	3.72	7.79	62.24	81.63
