18.58	67.25	5.16	1.18	2.47	93.81	98.97
18.70	67.25	8.90	1.13	2.37	96.84	98.95
18.69	67.25	5.31	1.38	2.90	89.69	97.94
18.58	67.25	7.71	1.97	4.13	88.42	93.68
18.58	67.25	6.37	1.18	2.46	93.55	98.92
