21.53	65.70	10.70	2.77	5.81	69.39	93.88
18.75	65.23	8.26	2.11	4.42	76.53	95.92
18.58	67.25	11.10	2.17	4.54	86.73	94.90
18.58	65.99	6.38	1.85	3.88	78.57	97.96						
18.58	65.23	11.41	2.03	4.25	88.78	93.88
