14.39	47.62	11.57	2.89	8.61	60.77	89.23
16.21	49.26	7.72	2.13	6.34	77.69	94.62
16.23	48.21	11.69	2.68	7.99	67.69	93.85
15.73	54.32	10.46	2.26	6.73	76.92	96.15						
15.22	47.99	10.55	2.66	7.91	62.31	95.38
