14.39	46.98	11.03	4.04	12.03	50.77	79.23
14.30	50.26	11.25	3.33	9.91	60.77	88.46
14.79	42.94	16.32	4.44	13.21	50.77	81.54
15.64	45.99	13.79	4.51	13.42	49.23	78.46						
14.59	52.25	13.22	4.62	13.74	52.31	72.31
